Previous_Sem_Mark,Attendance,Arrears_Count,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Media_Usage,Stress_Level,Internet_Access,Hostel_or_DayScholar,Travel_Time_Minutes,Part_Time_Job,Next_Sem_Mark,Result
50,97,2,7.9,6.6,Low,High,Limited,Hosteller,55,Yes,31,Fail
67,70,1,9.5,3.8,Low,Medium,Limited,DayScholar,45,Yes,37,Pass
89,67,0,5.8,8.1,Low,Medium,Unlimited,Hosteller,16,No,56,Pass
45,91,1,8.4,6.0,Low,Medium,Unlimited,Hosteller,89,No,46,Pass
94,98,6,9.3,8.3,Medium,Low,Limited,Hosteller,16,Yes,67,Pass
31,98,7,9.9,9.7,Low,Low,Unlimited,DayScholar,18,Yes,20,Fail
97,55,10,1.7,5.9,Low,Medium,Unlimited,DayScholar,99,Yes,35,Pass
83,71,0,7.7,8.2,Low,Low,Unlimited,Hosteller,14,Yes,50,Pass
84,87,0,5.2,4.2,High,Low,Unlimited,DayScholar,119,Yes,53,Pass
67,90,8,7.6,5.0,Low,Medium,Unlimited,Hosteller,85,No,43,Pass
34,53,8,9.8,5.4,Medium,Low,Unlimited,DayScholar,33,Yes,12,Fail
82,74,7,1.6,7.3,Medium,Medium,Limited,DayScholar,99,Yes,35,Pass
99,95,2,2.2,3.8,Low,Low,Limited,Hosteller,5,No,67,Pass
97,53,1,8.6,9.2,High,Medium,Limited,DayScholar,66,No,59,Pass
96,84,5,1.7,6.8,High,High,Limited,Hosteller,89,No,47,Pass
87,73,10,9.5,4.1,High,Low,Limited,DayScholar,110,No,42,Pass
75,52,0,9.8,4.3,Medium,High,Limited,DayScholar,7,Yes,42,Pass
87,100,2,3.8,7.5,Low,Low,Limited,Hosteller,28,No,73,Pass
94,73,8,4.3,9.3,Medium,Medium,Limited,Hosteller,12,Yes,39,Pass
85,98,9,7.5,4.9,High,Medium,Limited,Hosteller,42,Yes,47,Pass
79,79,2,7.3,5.9,High,Medium,Limited,Hosteller,64,Yes,44,Pass
53,92,1,9.7,8.2,High,High,Limited,Hosteller,24,No,38,Pass
37,100,6,9.3,8.8,High,Low,Unlimited,Hosteller,8,Yes,17,Fail
76,73,1,9.2,7.8,High,High,Limited,Hosteller,35,No,45,Pass
55,63,5,9.8,3.6,Medium,Medium,Unlimited,DayScholar,48,No,31,Fail
95,72,3,1.4,6.8,Medium,High,Limited,DayScholar,44,No,40,Pass
34,55,7,9.7,9.5,Low,Medium,Limited,Hosteller,23,Yes,14,Fail
54,83,6,7.7,7.9,Medium,Low,Unlimited,DayScholar,29,No,51,Pass
31,100,4,2.9,8.4,Medium,Low,Limited,DayScholar,4,No,15,Fail
71,84,5,6.3,5.3,Medium,Low,Limited,Hosteller,92,Yes,48,Pass
35,85,0,7.0,8.7,Medium,Low,Unlimited,DayScholar,116,No,25,Fail
95,91,9,6.8,4.6,High,High,Unlimited,Hosteller,62,No,44,Pass
46,97,1,4.5,9.8,Medium,Medium,Limited,Hosteller,22,Yes,29,Fail
92,82,5,5.0,7.3,Low,Low,Limited,Hosteller,39,No,68,Pass
60,62,2,9.0,5.0,Low,Low,Limited,DayScholar,6,No,55,Pass
48,77,3,9.4,10.0,Medium,High,Limited,Hosteller,91,No,29,Fail
41,51,0,9.7,3.3,Low,Low,Unlimited,Hosteller,117,No,21,Fail
42,70,2,5.5,7.4,High,Medium,Limited,DayScholar,8,Yes,20,Fail
38,74,0,9.8,6.1,High,High,Limited,DayScholar,101,No,18,Fail
98,83,0,5.8,5.2,Low,Low,Limited,DayScholar,35,No,72,Pass
98,79,1,1.8,5.4,Medium,High,Limited,DayScholar,94,No,56,Pass
68,80,2,6.6,6.7,Low,Low,Limited,DayScholar,9,Yes,55,Pass
85,55,8,6.0,6.3,Medium,Medium,Unlimited,DayScholar,60,No,48,Pass
79,93,8,6.0,3.3,Low,High,Limited,DayScholar,95,Yes,40,Pass
68,95,6,0.8,8.1,Low,Medium,Unlimited,DayScholar,99,No,39,Pass
99,56,4,4.9,4.1,Medium,Medium,Unlimited,DayScholar,32,Yes,61,Pass
57,89,9,5.4,3.8,Low,Medium,Limited,Hosteller,5,Yes,33,Fail
72,94,0,8.6,8.3,Low,Low,Unlimited,Hosteller,109,Yes,62,Pass
89,96,0,10.0,4.8,Medium,High,Unlimited,DayScholar,15,Yes,69,Pass
72,93,8,0.2,6.6,Low,Low,Limited,Hosteller,31,Yes,36,Pass
69,90,2,9.7,5.6,High,High,Limited,Hosteller,8,Yes,40,Pass
44,79,2,3.9,4.5,Medium,Low,Unlimited,DayScholar,51,Yes,33,Fail
75,91,10,9.0,5.4,Medium,Medium,Unlimited,DayScholar,90,No,40,Pass
94,79,3,0.9,9.5,High,Low,Unlimited,Hosteller,34,Yes,41,Pass
80,50,3,5.6,6.4,Medium,High,Unlimited,DayScholar,9,No,36,Pass
100,94,0,9.6,7.9,Low,Medium,Unlimited,DayScholar,62,No,84,Pass
79,53,0,6.9,9.0,Low,Low,Limited,DayScholar,105,Yes,44,Pass
52,70,0,6.7,6.5,Low,Low,Unlimited,Hosteller,73,Yes,29,Fail
35,59,0,7.2,8.7,Low,High,Limited,Hosteller,41,Yes,10,Fail
81,87,0,0.0,9.7,Medium,High,Limited,Hosteller,104,Yes,37,Pass
89,54,2,2.7,6.6,Low,Medium,Unlimited,Hosteller,23,No,47,Pass
93,70,6,7.9,6.4,Low,Medium,Limited,DayScholar,32,No,52,Pass
32,71,7,6.9,4.7,Low,Low,Unlimited,Hosteller,29,Yes,11,Fail
77,56,1,2.8,8.0,Low,Low,Limited,DayScholar,7,No,56,Pass
75,83,8,6.3,4.2,High,Medium,Limited,DayScholar,13,Yes,47,Pass
76,75,2,5.8,4.0,Low,Medium,Unlimited,Hosteller,101,Yes,50,Pass
86,63,9,6.9,6.2,Medium,Low,Limited,Hosteller,89,No,40,Pass
35,75,10,3.4,6.5,Medium,Low,Limited,Hosteller,1,Yes,15,Fail
57,81,4,3.9,6.5,Low,Medium,Limited,Hosteller,87,No,35,Pass
82,66,8,6.3,4.7,Medium,Low,Limited,Hosteller,47,No,45,Pass
82,67,7,7.1,4.2,High,Medium,Unlimited,DayScholar,109,No,43,Pass
85,52,5,7.6,5.3,Low,High,Unlimited,Hosteller,71,No,51,Pass
52,77,5,8.7,5.6,Low,Low,Limited,DayScholar,101,No,49,Pass
99,62,1,3.2,8.9,High,Low,Unlimited,Hosteller,114,No,49,Pass
83,67,1,5.6,6.2,High,Low,Limited,Hosteller,30,Yes,51,Pass
72,63,3,8.3,3.2,Medium,High,Unlimited,Hosteller,17,No,42,Pass
84,71,0,5.1,3.6,Low,Low,Limited,DayScholar,96,No,52,Pass
65,56,8,6.5,4.8,Low,Low,Limited,DayScholar,88,No,37,Pass
39,90,1,6.9,3.8,Medium,Low,Limited,DayScholar,50,Yes,21,Fail
97,98,6,8.1,7.1,High,Medium,Limited,Hosteller,115,Yes,51,Pass
50,71,4,8.6,7.6,Medium,Medium,Limited,Hosteller,27,Yes,30,Fail
39,92,0,9.2,5.8,Medium,High,Unlimited,Hosteller,38,Yes,21,Fail
77,94,3,6.6,5.5,High,High,Unlimited,DayScholar,11,No,43,Pass
87,96,9,8.2,4.5,Medium,Medium,Limited,Hosteller,38,Yes,59,Pass
49,80,7,7.6,3.1,Medium,High,Unlimited,Hosteller,26,No,26,Fail
85,78,6,4.2,6.5,High,High,Limited,Hosteller,12,No,45,Pass
62,85,3,6.5,9.0,Low,Low,Limited,DayScholar,62,Yes,45,Pass
87,99,1,9.8,3.2,Medium,High,Unlimited,Hosteller,92,No,56,Pass
89,96,3,7.4,5.9,Low,Medium,Unlimited,DayScholar,57,Yes,70,Pass
92,71,4,8.8,3.6,Low,High,Limited,DayScholar,91,Yes,40,Pass
100,97,5,1.3,6.8,Medium,High,Unlimited,Hosteller,3,Yes,54,Pass
92,55,0,9.4,8.5,Medium,Low,Unlimited,Hosteller,7,No,72,Pass
90,75,7,7.8,6.3,Medium,Low,Unlimited,DayScholar,58,No,63,Pass
77,96,0,6.5,6.1,Medium,High,Limited,Hosteller,66,No,49,Pass
93,57,7,6.7,5.0,Low,Medium,Unlimited,DayScholar,68,No,51,Pass
84,96,6,1.7,7.0,High,Medium,Limited,DayScholar,36,No,46,Pass
73,80,7,1.0,5.7,Medium,Low,Limited,Hosteller,65,No,35,Pass
49,86,5,9.7,7.8,Low,High,Unlimited,Hosteller,65,Yes,26,Fail
97,99,5,9.4,6.1,Low,Low,Limited,Hosteller,39,Yes,77,Pass
100,61,8,6.0,4.8,Low,Low,Limited,Hosteller,24,Yes,50,Pass
62,79,8,7.8,7.9,High,Medium,Unlimited,DayScholar,30,No,42,Pass
91,81,0,1.9,4.3,Medium,Medium,Limited,Hosteller,33,Yes,61,Pass
85,58,2,5.9,3.3,High,Medium,Unlimited,DayScholar,70,No,37,Pass
97,82,6,9.5,6.7,Low,Medium,Unlimited,DayScholar,73,No,76,Pass
76,70,1,8.2,6.6,Low,High,Limited,DayScholar,43,Yes,42,Pass
89,61,1,5.5,4.0,Low,Medium,Unlimited,Hosteller,44,No,64,Pass
89,88,7,4.7,8.9,Medium,Low,Unlimited,DayScholar,8,No,64,Pass
76,64,0,1.0,7.8,Medium,Low,Limited,DayScholar,45,No,37,Pass
47,89,2,2.2,6.3,Low,High,Limited,DayScholar,32,No,25,Fail
80,51,0,1.2,4.2,Low,Medium,Unlimited,Hosteller,53,No,40,Pass
76,81,0,7.6,7.2,Low,Low,Limited,DayScholar,23,No,71,Pass
100,54,3,1.2,9.2,Low,Medium,Limited,Hosteller,95,Yes,38,Pass
51,64,2,8.7,4.6,High,Low,Limited,DayScholar,116,No,28,Fail
97,58,8,1.9,9.2,Medium,Low,Unlimited,Hosteller,41,Yes,41,Pass
46,77,3,8.5,3.1,Medium,High,Limited,Hosteller,19,Yes,30,Fail
64,91,2,5.0,4.3,Medium,Medium,Limited,DayScholar,98,Yes,43,Pass
78,86,0,1.6,9.1,Low,High,Unlimited,DayScholar,77,No,37,Pass
42,73,7,6.1,5.0,Low,Low,Unlimited,DayScholar,24,No,17,Fail
73,77,0,4.4,3.8,High,Medium,Unlimited,Hosteller,48,Yes,39,Pass
34,72,0,2.2,7.0,Low,High,Unlimited,DayScholar,21,No,13,Fail
47,79,2,9.1,4.0,Low,High,Limited,DayScholar,73,Yes,27,Fail
76,66,1,10.0,4.2,Low,High,Limited,Hosteller,38,Yes,38,Pass
52,79,0,4.3,3.9,Low,Low,Limited,DayScholar,61,No,37,Pass
91,85,1,9.0,8.5,High,High,Limited,Hosteller,39,No,69,Pass
76,53,3,9.6,5.9,High,Medium,Unlimited,DayScholar,107,Yes,39,Pass
88,95,9,9.9,3.5,High,High,Limited,DayScholar,57,No,41,Pass
84,99,4,7.9,6.4,Medium,Low,Limited,DayScholar,76,Yes,61,Pass
90,76,2,6.0,8.1,Low,Medium,Limited,Hosteller,4,Yes,71,Pass
58,89,5,3.1,5.3,Low,Medium,Unlimited,Hosteller,78,No,34,Fail
90,91,5,1.8,9.9,Low,Medium,Unlimited,Hosteller,69,Yes,38,Pass
42,96,8,5.8,8.3,Medium,Low,Limited,DayScholar,53,No,31,Fail
79,52,9,9.7,9.0,High,Medium,Limited,Hosteller,24,No,40,Pass
67,80,6,6.8,5.8,Medium,Medium,Limited,DayScholar,61,No,50,Pass
63,79,0,3.0,3.5,Medium,Medium,Limited,DayScholar,59,No,43,Pass
32,72,3,6.9,8.6,Low,Low,Unlimited,DayScholar,52,No,21,Fail
96,92,4,1.2,4.6,High,Low,Unlimited,Hosteller,22,No,51,Pass
72,91,2,7.5,8.5,Medium,Medium,Limited,DayScholar,89,No,61,Pass
66,92,4,7.3,9.7,Low,Low,Limited,DayScholar,48,Yes,36,Pass
78,69,1,9.2,10.0,High,High,Limited,Hosteller,119,No,35,Pass
32,98,6,5.6,5.3,Low,Medium,Limited,Hosteller,103,No,24,Fail
100,83,3,2.0,6.2,High,Medium,Unlimited,Hosteller,6,No,54,Pass
66,94,3,8.6,5.2,Medium,High,Unlimited,Hosteller,33,Yes,45,Pass
95,81,3,4.8,9.3,Low,Medium,Unlimited,DayScholar,44,Yes,63,Pass
52,84,3,2.4,7.4,Low,Low,Unlimited,Hosteller,26,No,34,Fail
49,91,2,9.7,6.2,Low,High,Limited,Hosteller,24,No,48,Pass
35,87,5,4.6,4.4,Medium,Medium,Limited,Hosteller,45,Yes,16,Fail
69,80,7,2.6,6.2,Medium,Medium,Limited,DayScholar,11,No,39,Pass
82,98,4,9.6,3.8,High,Low,Unlimited,DayScholar,44,Yes,41,Pass
91,70,1,9.2,8.0,High,High,Limited,Hosteller,13,Yes,54,Pass
96,82,10,6.4,8.3,Medium,Low,Unlimited,Hosteller,84,No,60,Pass
85,56,2,3.0,4.6,Medium,Medium,Unlimited,DayScholar,52,Yes,37,Pass
89,71,3,1.2,4.3,High,Low,Limited,Hosteller,91,No,45,Pass
43,92,3,7.7,8.7,Medium,Low,Unlimited,Hosteller,55,No,42,Pass
87,93,8,9.1,7.2,High,Medium,Limited,DayScholar,4,Yes,58,Pass
73,89,4,6.6,9.2,Medium,High,Limited,Hosteller,15,Yes,37,Pass
84,90,6,6.3,5.1,Low,Low,Unlimited,DayScholar,113,Yes,46,Pass
45,93,0,7.8,9.0,Medium,High,Limited,Hosteller,79,No,33,Fail
86,55,5,7.0,4.8,Low,Medium,Unlimited,DayScholar,62,Yes,53,Pass
32,83,2,6.5,4.2,Low,High,Limited,Hosteller,6,No,32,Fail
35,94,3,3.2,9.3,High,Low,Limited,DayScholar,9,Yes,16,Fail
100,58,8,9.4,8.2,Medium,Low,Unlimited,Hosteller,31,Yes,54,Pass
86,72,4,9.2,9.3,Low,Medium,Unlimited,DayScholar,79,No,45,Pass
76,69,3,7.4,9.9,High,Low,Limited,DayScholar,26,Yes,40,Pass
92,86,1,8.8,3.1,Low,Medium,Unlimited,Hosteller,27,Yes,65,Pass
42,79,3,2.3,7.1,Low,Medium,Limited,DayScholar,5,Yes,18,Fail
90,100,3,5.4,3.3,High,Medium,Limited,Hosteller,112,Yes,52,Pass
86,62,4,8.6,3.1,Low,Medium,Limited,DayScholar,109,No,56,Pass
34,70,3,3.1,5.9,Medium,Low,Unlimited,Hosteller,8,Yes,10,Fail
75,93,0,1.3,4.2,Low,Medium,Unlimited,Hosteller,0,Yes,53,Pass
84,69,5,4.4,8.4,High,Medium,Limited,Hosteller,6,Yes,41,Pass
38,94,8,10.0,6.9,Medium,Medium,Limited,DayScholar,30,Yes,18,Fail
75,83,2,5.1,6.6,Low,Medium,Unlimited,DayScholar,1,No,67,Pass
30,78,0,6.3,8.7,Low,High,Limited,Hosteller,10,No,23,Fail
38,69,1,8.3,6.4,Low,Low,Limited,DayScholar,108,Yes,20,Fail
49,84,8,8.7,3.9,Medium,Medium,Limited,Hosteller,39,No,24,Fail
69,51,0,8.1,5.5,Low,Medium,Unlimited,DayScholar,60,No,60,Pass
36,84,3,9.9,6.1,Low,Low,Unlimited,DayScholar,55,No,40,Pass
58,82,0,6.6,9.1,Low,Medium,Limited,DayScholar,29,No,42,Pass
51,91,1,9.9,8.0,Medium,Low,Unlimited,Hosteller,8,No,46,Pass
97,92,5,6.7,5.9,Medium,Low,Unlimited,DayScholar,57,Yes,62,Pass
39,55,5,5.7,8.6,Medium,Medium,Unlimited,DayScholar,99,Yes,14,Fail
83,53,6,2.0,6.9,Low,Medium,Limited,DayScholar,93,Yes,37,Pass
93,77,4,4.4,9.4,Medium,High,Unlimited,Hosteller,18,Yes,45,Pass
95,53,4,8.1,3.7,Medium,Medium,Unlimited,DayScholar,81,Yes,46,Pass
88,54,8,5.8,7.9,Medium,Medium,Limited,Hosteller,12,No,41,Pass
64,79,2,8.1,8.8,Medium,Medium,Unlimited,Hosteller,48,Yes,46,Pass
88,61,7,5.7,4.8,Low,Medium,Limited,DayScholar,39,No,44,Pass
54,51,2,3.5,3.9,Medium,Low,Limited,Hosteller,7,No,31,Fail
45,63,1,9.7,9.7,High,Medium,Limited,DayScholar,11,Yes,23,Fail
60,82,0,3.9,4.2,Medium,High,Limited,Hosteller,16,No,45,Pass
91,100,10,6.5,8.4,High,Low,Unlimited,Hosteller,25,Yes,37,Pass
85,100,2,0.0,3.4,Medium,Medium,Limited,Hosteller,0,Yes,36,Pass
80,87,3,3.0,7.2,High,Medium,Unlimited,DayScholar,17,Yes,38,Pass
50,81,6,7.5,4.2,Low,Medium,Limited,DayScholar,102,No,33,Fail
99,50,7,5.4,6.0,High,Low,Limited,Hosteller,1,No,45,Pass
71,75,9,7.4,4.1,High,Medium,Unlimited,DayScholar,21,Yes,41,Pass
58,84,6,7.2,5.1,Low,Medium,Limited,Hosteller,33,No,42,Pass
100,69,2,4.3,6.4,Medium,Medium,Unlimited,Hosteller,53,No,52,Pass
98,78,4,3.1,5.5,High,Low,Unlimited,Hosteller,113,Yes,49,Pass
60,92,3,5.2,7.8,Medium,Low,Limited,DayScholar,21,No,54,Pass
81,95,0,7.2,4.6,Medium,Medium,Limited,Hosteller,105,No,62,Pass
54,97,0,8.4,5.0,Medium,High,Limited,DayScholar,41,No,36,Pass
42,78,4,7.3,8.7,High,Low,Limited,DayScholar,91,No,31,Fail
92,73,4,7.2,5.1,Low,Medium,Limited,DayScholar,39,No,55,Pass
74,99,6,2.4,3.0,Low,Medium,Unlimited,Hosteller,12,Yes,36,Pass
90,98,1,3.7,8.4,Medium,Low,Limited,DayScholar,70,Yes,62,Pass
89,93,3,4.7,7.3,Medium,Medium,Unlimited,DayScholar,100,Yes,47,Pass
98,91,1,6.6,6.9,High,Low,Limited,Hosteller,22,No,77,Pass
37,55,1,8.8,7.2,Medium,Low,Limited,Hosteller,27,Yes,21,Fail
82,59,3,6.5,3.4,High,Medium,Unlimited,DayScholar,6,Yes,41,Pass
86,57,0,0.2,3.0,Medium,Low,Unlimited,DayScholar,20,No,37,Pass
45,53,0,8.8,7.5,Low,Low,Unlimited,DayScholar,80,Yes,32,Fail
40,83,1,6.2,6.6,Medium,Medium,Unlimited,DayScholar,120,No,29,Fail
40,96,2,9.9,4.7,Medium,Low,Limited,Hosteller,108,No,31,Fail
54,97,2,8.8,4.0,Low,High,Limited,Hosteller,75,No,46,Pass
77,68,0,6.3,8.4,Medium,High,Limited,DayScholar,72,No,38,Pass
64,78,6,9.5,7.1,Low,Medium,Unlimited,DayScholar,52,No,57,Pass
79,61,8,6.1,5.6,Low,Low,Unlimited,DayScholar,29,No,41,Pass
74,92,0,2.5,6.5,Low,Medium,Unlimited,DayScholar,6,Yes,51,Pass
99,75,6,1.8,9.3,Medium,Medium,Limited,DayScholar,108,No,49,Pass
95,56,6,4.5,6.5,Medium,Medium,Unlimited,Hosteller,64,No,39,Pass
81,76,8,9.6,5.2,Low,Low,Unlimited,DayScholar,58,Yes,58,Pass
33,98,2,5.9,4.4,Low,Low,Limited,DayScholar,40,Yes,22,Fail
33,77,4,8.9,3.7,Medium,Medium,Limited,DayScholar,10,Yes,20,Fail
60,99,0,5.1,7.9,Low,Low,Unlimited,Hosteller,65,No,42,Pass
85,75,6,5.8,8.9,Medium,High,Unlimited,DayScholar,97,No,56,Pass
48,100,8,8.8,9.8,Low,Medium,Limited,Hosteller,25,No,37,Pass
99,75,3,1.5,7.9,Medium,High,Limited,Hosteller,111,No,43,Pass
94,71,6,8.5,3.4,High,Low,Unlimited,DayScholar,119,No,41,Pass
58,81,0,3.9,3.3,High,Medium,Limited,DayScholar,18,Yes,34,Fail
30,77,7,6.2,7.8,Low,High,Limited,DayScholar,81,No,16,Fail
92,60,2,1.4,4.6,Low,Medium,Unlimited,DayScholar,61,No,52,Pass
73,76,7,6.3,6.3,High,Low,Limited,DayScholar,98,No,49,Pass
55,86,9,8.3,7.4,High,Low,Unlimited,DayScholar,6,No,33,Fail
52,60,7,9.6,7.8,Low,Medium,Unlimited,DayScholar,46,No,35,Pass
79,71,0,8.7,3.6,High,High,Unlimited,DayScholar,92,No,36,Pass
79,69,1,0.0,3.3,Low,Low,Unlimited,Hosteller,5,No,43,Pass
82,70,6,5.0,4.5,High,High,Limited,DayScholar,81,No,37,Pass
81,92,10,2.3,4.5,Low,Medium,Limited,DayScholar,4,Yes,35,Pass
52,92,0,4.3,7.9,High,Medium,Limited,Hosteller,62,Yes,33,Fail
96,87,4,6.8,7.5,Low,Low,Unlimited,Hosteller,108,No,74,Pass
67,89,6,4.3,7.7,Medium,Low,Unlimited,DayScholar,49,No,44,Pass
84,80,9,5.8,3.8,Low,Low,Limited,DayScholar,104,Yes,37,Pass
87,81,6,6.0,8.8,High,High,Unlimited,DayScholar,70,No,44,Pass
72,92,4,8.4,9.5,Medium,Low,Limited,DayScholar,92,No,45,Pass
74,66,0,2.6,9.3,High,Low,Limited,DayScholar,20,No,41,Pass
96,89,3,7.3,9.1,Low,Low,Limited,Hosteller,84,No,68,Pass
32,86,4,0.3,9.9,Low,Medium,Unlimited,DayScholar,74,No,12,Fail
68,92,2,10.0,8.1,High,Low,Limited,DayScholar,73,No,48,Pass
84,56,2,5.0,5.3,High,Medium,Unlimited,DayScholar,0,No,47,Pass
98,50,8,4.6,8.4,Low,Low,Limited,DayScholar,14,Yes,48,Pass
97,96,0,9.6,3.7,Medium,Low,Limited,DayScholar,82,Yes,66,Pass
90,62,0,9.9,4.6,High,Medium,Unlimited,Hosteller,73,No,50,Pass
74,83,0,9.4,9.6,High,High,Limited,Hosteller,28,No,48,Pass
40,98,0,5.6,4.1,Low,High,Limited,Hosteller,108,Yes,27,Fail
60,83,5,5.8,7.1,Low,Low,Limited,Hosteller,10,No,44,Pass
95,91,4,3.8,5.6,Low,Low,Unlimited,Hosteller,100,Yes,63,Pass
78,74,1,5.6,9.7,High,Low,Limited,DayScholar,8,Yes,35,Pass
97,78,0,7.3,5.0,Low,High,Unlimited,Hosteller,62,No,67,Pass
94,91,0,4.4,9.5,High,High,Unlimited,Hosteller,65,No,40,Pass
59,53,7,6.8,5.0,Low,Medium,Unlimited,DayScholar,109,No,37,Pass
90,87,4,3.0,8.5,Medium,High,Unlimited,DayScholar,36,Yes,43,Pass
70,98,4,7.6,3.9,Low,Low,Unlimited,Hosteller,111,Yes,38,Pass
98,98,8,7.6,7.2,High,Low,Unlimited,Hosteller,26,No,58,Pass
93,71,0,3.2,6.2,Medium,Low,Unlimited,Hosteller,28,Yes,57,Pass
42,93,2,2.3,9.7,Medium,Low,Unlimited,DayScholar,56,Yes,25,Fail
53,96,2,0.4,7.9,Low,Low,Limited,Hosteller,53,No,28,Fail
92,54,7,9.9,6.3,Low,High,Unlimited,DayScholar,82,No,49,Pass
93,92,1,5.1,8.9,Medium,Low,Limited,DayScholar,92,Yes,61,Pass
36,78,2,5.5,7.0,Low,Low,Limited,DayScholar,7,No,31,Fail
86,76,9,3.3,3.8,Low,High,Unlimited,Hosteller,57,No,41,Pass
89,59,5,8.8,9.8,Low,Low,Limited,DayScholar,113,Yes,53,Pass
91,52,4,9.4,8.5,Low,Medium,Limited,Hosteller,80,Yes,62,Pass
91,87,8,5.9,9.6,Low,High,Unlimited,DayScholar,120,No,41,Pass
31,61,0,0.8,5.7,Medium,Low,Limited,Hosteller,18,Yes,7,Fail
62,93,6,6.0,4.1,Low,Medium,Limited,DayScholar,46,Yes,45,Pass
53,89,6,10.0,4.8,Medium,High,Unlimited,Hosteller,90,Yes,30,Fail
90,94,5,2.8,7.3,Medium,High,Limited,DayScholar,119,Yes,36,Pass
87,82,9,8.3,9.4,Low,Medium,Unlimited,DayScholar,25,No,66,Pass
41,58,2,5.5,5.4,Medium,Low,Limited,Hosteller,115,Yes,18,Fail
33,58,2,6.8,8.8,Medium,Low,Unlimited,DayScholar,43,No,14,Fail
44,88,10,3.8,6.2,Low,Low,Limited,DayScholar,18,No,22,Fail
90,97,0,5.5,4.5,High,Low,Limited,DayScholar,23,Yes,69,Pass
79,99,8,3.5,6.5,Medium,Medium,Unlimited,DayScholar,16,Yes,50,Pass
79,68,0,7.0,6.4,Medium,Medium,Unlimited,DayScholar,69,Yes,53,Pass
60,90,1,6.8,9.7,Medium,Medium,Limited,DayScholar,32,Yes,43,Pass
85,66,4,8.8,6.4,High,Low,Unlimited,DayScholar,45,Yes,42,Pass
92,70,0,7.5,7.7,Medium,High,Unlimited,Hosteller,25,No,64,Pass
92,86,6,5.2,8.1,Low,High,Limited,Hosteller,80,Yes,55,Pass
36,65,0,5.4,3.7,High,Medium,Limited,DayScholar,17,No,17,Fail
64,80,8,6.9,3.9,Low,Low,Limited,DayScholar,60,Yes,40,Pass
90,73,0,7.9,5.6,High,Low,Unlimited,Hosteller,79,Yes,48,Pass
31,96,4,2.3,8.4,Medium,Medium,Limited,Hosteller,46,Yes,14,Fail
69,86,2,6.0,7.6,High,Medium,Unlimited,DayScholar,78,Yes,41,Pass
44,82,1,9.2,5.4,High,Low,Unlimited,Hosteller,29,Yes,32,Fail
98,92,1,8.5,7.2,High,High,Unlimited,DayScholar,48,No,59,Pass
30,72,8,3.6,5.3,Low,Low,Unlimited,DayScholar,60,Yes,6,Fail
83,68,6,7.8,10.0,Medium,Low,Limited,Hosteller,110,No,41,Pass
91,99,9,8.5,10.0,Low,Low,Limited,Hosteller,80,Yes,59,Pass
62,96,9,8.0,4.6,Low,Low,Unlimited,Hosteller,109,No,45,Pass
74,72,2,7.9,5.6,Low,Low,Limited,Hosteller,37,Yes,45,Pass
58,100,4,7.0,8.9,Low,Medium,Limited,DayScholar,100,No,40,Pass
91,86,5,5.5,8.9,Medium,Low,Limited,DayScholar,63,Yes,63,Pass
73,84,0,3.2,5.9,Low,High,Unlimited,DayScholar,88,Yes,36,Pass
65,83,3,4.1,6.9,Medium,Medium,Limited,Hosteller,26,No,51,Pass
42,94,0,9.6,3.4,Medium,Low,Unlimited,DayScholar,66,Yes,36,Pass
99,58,1,4.4,9.6,Low,Low,Unlimited,Hosteller,27,Yes,50,Pass
53,69,4,8.2,8.1,Medium,Medium,Unlimited,Hosteller,78,No,28,Fail
80,86,5,4.9,4.6,Low,Medium,Unlimited,Hosteller,19,Yes,48,Pass
92,58,4,7.2,6.8,High,Medium,Limited,DayScholar,106,No,41,Pass
94,56,7,0.7,7.9,High,Low,Unlimited,Hosteller,75,No,38,Pass
100,69,2,5.9,7.6,High,High,Unlimited,DayScholar,98,Yes,49,Pass
81,75,6,5.1,4.1,High,Low,Unlimited,DayScholar,34,Yes,43,Pass
33,97,2,0.0,7.0,Medium,Low,Limited,Hosteller,78,No,9,Fail
71,80,0,7.9,9.4,High,Medium,Unlimited,Hosteller,70,No,39,Pass
86,86,4,1.8,7.5,Low,Low,Limited,Hosteller,82,Yes,44,Pass
76,76,3,9.6,4.4,Medium,Medium,Limited,DayScholar,64,Yes,49,Pass
96,90,4,0.6,5.2,High,High,Unlimited,Hosteller,49,Yes,39,Pass
88,74,5,6.2,8.5,Low,Medium,Limited,Hosteller,2,Yes,57,Pass
49,83,0,7.7,7.0,Low,High,Unlimited,Hosteller,86,Yes,39,Pass
33,70,7,7.6,4.3,Low,Medium,Limited,DayScholar,99,Yes,9,Fail
66,71,5,9.4,4.9,Low,Medium,Unlimited,DayScholar,90,Yes,40,Pass
38,90,7,8.7,3.2,High,Medium,Limited,DayScholar,35,No,16,Fail
89,78,3,6.7,8.7,Low,Medium,Unlimited,DayScholar,101,Yes,54,Pass
96,93,0,2.7,4.9,High,Low,Limited,Hosteller,94,No,54,Pass
42,90,8,6.0,5.6,Low,Medium,Unlimited,DayScholar,115,Yes,25,Fail
99,52,8,3.1,5.3,High,High,Limited,Hosteller,91,No,36,Pass
76,78,0,7.6,8.9,Medium,High,Unlimited,DayScholar,12,No,51,Pass
90,68,1,3.8,4.6,Low,Low,Unlimited,Hosteller,42,No,63,Pass
